Genre,Runtime,Studio,movienane,year
Action,146 minutes,Lionsgate Films,The Hunger Games: Catching Fire,2013
Action,101 minutes,Vinod Chopra Films,Broken Horses,2015
Action,113 minutes,Warner Bros. Pictures,Point Break,2015
Action,90 minutes,Saban Films,Viking Destiny (Of Gods and Warriors),2018
Action,103 minutes,UTV Motion Pictures,Delhi Belly,2011
Action,105 minutes,H.B. Halicki Mercantile Co.,Gone in 60 Seconds,1974
Action,99 minutes,Lionsgate Films,Ladrn que Roba a Ladrn,2007
Action,106 minutes,Paramount Pictures,The Assassination Bureau,1969
Action,115 minutes,Sony Pictures Home Entertainment,Geronimo - An American Legend,1993
Action,99 minutes,Warner Bros.,Wrath of the Titans,2012
Action,127 minutes,Twentieth Century Fox Home Entertainment,For Your Eyes Only,1981
Action,113 minutes,New World Video,Tuff Turf,1985
Action,118 minutes,Paramount Pictures,Indiana Jones and the Temple of Doom,1984
Action,99 minutes,Twentieth Century Fox Home Entertainment,Bad Girls,1994
Action,90 minutes,American Pop Classics,Road to Bali,1952
Action,105 minutes,Sony Pictures Home Entertainment,Quicksilver,1986
Action,96 minutes,Universal Pictures,R.I.P.D.,2013
Action,92 minutes,Relativity Media,Season of the Witch,2011
Action,134 minutes,Universal Pictures,The Lost World - Jurassic Park,1997
Action,151 minutes,Buena Vista,Pirates of the Caribbean: Dead Man's Chest,2006
Action,114 minutes,Fox Searchlight,Night Watch,2006
Action,101 minutes,Walt Disney Productions,Squanto: A Warrior's Tale,1994
Action,89 minutes,Twentieth Century Fox Home Entertainment,Hot Shots! Part Deux,1993
Action,110 minutes,Well Go USA Entertainment,Kickboxer: Retaliation,2018
Action,91 minutes,Office Walker,Dead Sushi,2013
Action,119 minutes,20th Century Fox,The A-Team,2010
Action,105 minutes,Paramount Home Video,Uncommon Valor,1983
Action,117 minutes,Paramount Pictures,War of the Worlds,2005
Action,89 minutes,Warner Home Video,Quick Change,1990
Action,88 minutes,Screen Gems,Attack the Block,2011
Action,128 minutes,20th Century Fox,Live Free or Die Hard,2007
Action,123 minutes,WARNER BROTHERS PICTURES,The Matrix Revisited,2001
Action,121 minutes,20th Century Fox,Ladyhawke,1985
Action,85 minutes,Buena Vista Distribution Compa,High Heels and Lowlifes,2001
Action,142 minutes,Xenon,Rio Bravo,1959
Action,116 minutes,United Artists,Oliver Twist,1951
Action,126 minutes,Lionsgate Pictures,The Expendables 3,2014
Action,91 minutes,BH Tilt/WWE Studios,Birth of the Dragon,2017
Action,92 minutes,Sony Pictures Home Entertainment,Relentless,1989
Action,151 minutes,Warner Bros. Pictures,The Town,2010
Action,117 minutes,Paramount Pictures,Lara Croft Tomb Raider - The Cradle of Life,2003
Action,90 minutes,Warner Bros. Pictures,The Lego Batman Movie,2017
Action,83 minutes,Warner Home Video,Tarzan and the Lost City,1998
Action,95 minutes,Fox Walden,City of Ember,2008
Action,89 minutes,Samuel Goldwyn Films,Blood: The Last Vampire,2009
Action,79 minutes,Icarus Films,Gringo Trails,2014
Action,109 minutes,Paramount Pictures,Robinson Crusoe on Mars,1964
Action,110 minutes,Dreamworks Distribution LLC,Biker Boyz,2003
Action,97 minutes,Paramount Pictures,The Spiderwick Chronicles,2008
Action,117 minutes,RKO Radio Pictures,Sinbad the Sailor,1947
Action,118 minutes,Live Home Video,Cutthroat Island,1995
Action,80 minutes,New World Pictures,Galaxy of Terror (Mindwarp: An Infinity of Terror) (Planet of Horrors) (Quest),1981
Action,110 minutes,Magnet Releasing,Beyond Outrage,2014
Action,91 minutes,Studio Not Available,Caveman,1981
Action,94 minutes,Warner Bros.,The Adventures of Pluto Nash,2002
Action,112 minutes,Hollywood Pictures,Duets,2000
Action,87 minutes,United Artists,Gun Crazy (Deadly Is the Female),1950
Action,125 minutes,Media Home Entertainment,The Delta Force,1986
Action,85 minutes,Columbia Pictures,Running Free,2000
Action,121 minutes,Columbia Pictures,Gigli,2003
Action,95 minutes,Universal Pictures,Kull the Conqueror,1997
Action,116 minutes,Walt Disney Pictures,Prince of Persia: The Sands of Time,2010
Action,104 minutes,Dimension Films,In Too Deep,1999
Action,84 minutes,Naedomi Media,The Girl from the Naked Eye,2012
Action,95 minutes,Alchemy,Kidnapping Mr. Heineken,2015
Action,132 minutes,RLJE Films,Brawl in Cell Block 99,2017
Action,154 minutes,Warner Bros. Pictures,The Last Samurai,2003
Action,101 minutes,Paramount,Drop Zone,1994
Action,106 minutes,Warner Bros. Pictures,The Crimson Pirate,1952
Action,88 minutes,nWave Pictures,A Turtle's Tale: Sammy's Adventures,2011
Action,100 minutes,Warner Home Video,M. Butterfly,1993
Action,100 minutes,20th Century Fox,The St. Valentine's Day Massacre,1967
Action,102 minutes,Drafthouse Films,Roar,1981
Action,141 minutes,Warner Bros. Pictures,Wonder Woman,2017
Action,101 minutes,Warner Bros. Pictures,Catwoman,2004
Action,112 minutes,WARNER BROTHERS PICTURES,Get Carter,1971
Action,120 minutes,20th Century Fox,The Siege,1998
Action,120 minutes,Lionsgate,The Divergent Series: Allegiant,2016
Action,110 minutes,Summit Entertainment,Mechanic: Resurrection,2016
Action,118 minutes,Cinedigm Entertainment,Bunraku,2011
Action,100 minutes,MGM Home Entertainment,To Have and Have Not,1944
Action,122 minutes,United Artists,The Black Pirate,1926
Action,105 minutes,MGM,RoboCop 3,1993
Action,88 minutes,Sony Pictures Home Entertainment,Beverly Hills Ninja,1997
Action,143 minutes,Warner Bros. Pictures,Blood Diamond,2006
Action,148 minutes,Sony Pictures Classics,The Raid 2,2014
Action,96 minutes,Samuel Goldwyn Films,The Reunion,2011
Action,132 minutes,Sony Pictures,The Magnificent Seven,2016
Action,87 minutes,Universal Studios,Joe Kidd,1972
Action,95 minutes,Sony Pictures,Are We There Yet?,2005
Action,100 minutes,20th Century Fox Film Corporation,Fantastic Voyage,1966
Action,90 minutes,Excel Entertainment,Saints and Soldiers,2004
Action,96 minutes,Paramount Home Video,The Naked Prey,1966
Action,95 minutes,20th Century Fox Film Corporation,In Old Arizona,1928
Action,109 minutes,Music Box Films,The Heir Apparent: Largo Winch,2011
Action,94 minutes,New Line Home Entertainment,Mortal Kombat: Annihilation,1997
Action,99 minutes,Paramount Pictures,Little Fauss and Big Halsy,1970
Action,155 minutes,Reliance Big Pictures,The Bodyguard (Kaavalan),2011
Action,94 minutes,Paramount Pictures/MTV Films,Jackass 3,2010
Action,90 minutes,Emmett/Furla Films,Heist,2015
Action,93 minutes,Sony Pictures/Screen Gems,Underworld: The Rise of the Lycans,2009
Action,130 minutes,MGM/UA,GoldenEye,1995
Action,95 minutes,IFC Films,Walking Out,2017
Action,98 minutes,Warner Bros. Pictures,Nancy Drew,2007
Action,125 minutes,Warner Bros. Pictures,U.S. Marshals,1997
Action,98 minutes,Sony Pictures Home Entertainment,Josh and S.A.M.,1993
Action,102 minutes,Dimension Films,The Legend of Drunken Master (Jui kuen II) (Drunken Fist II),1994
Action,172 minutes,Adlabs Films,Krrish,2006
Action,99 minutes,20th Century Fox Film Corporation,Megaforce,1982
Action,89 minutes,Paramount Pictures,Hell Is for Heroes,1962
Action,88 minutes,Sony Pictures Home Entertainment,Heavy Metal ,2000
Action,101 minutes,Warner Bros. Pictures,Duma,2005
Action,83 minutes,Momentum Pictures,211,2018
Action,92 minutes,Studio Canal,Sammy's Adventures 2 (Sammy's avonturen 2),2012
Action,94 minutes,Millimeter Films,Hardware,1990
Action,105 minutes,Media Home Entertainment,Bat 21,1988
Action,101 minutes,Buena Vista Distribution Compa,Reign of Fire,2002
Action,150 minutes,Warner Home Video,The Spirit of St. Louis,1957
Action,175 minutes,United Artists,A Bridge Too Far,1977
Action,95 minutes,Orion Home Video,Panic in Year Zero! (End of the World),1962
Action,100 minutes,United Artists,White Lightning,1973
Action,125 minutes,Paramount Home Video,The Longest Yard,1974
Action,107 minutes,Lionsgate Films,The Last Stand,2013
Action,107 minutes,Paramount Home Video,Days of Thunder,1990
Action,127 minutes,MCA Universal Home Video,Midnight Run,1988
Action,114 minutes,Epic Pictures Releasing,Vikingdom,2013
Action,117 minutes,Warner Bros. Pictures,Captain Horatio Hornblower,1951
Action,96 minutes,MGM,Hell Up in Harlem,1973
Action,180 minutes,20th Century Fox,The Thin Red Line,1998
Action,88 minutes,Focus Features,The Ice Harvest,2005
Action,85 minutes,Lionsgate,Crank 2: High Voltage,2009
Action,106 minutes,Twentieth Century Fox Home Entertainment,The Jewel of the Nile,1985
Action,109 minutes,Warner Bros. Pictures,Terminator 3 - Rise of the Machines,2003
Action,121 minutes,Sony Pictures Home Entertainment,Sukai Kurora (The Sky Crawlers),2008
Action,82 minutes,Warner Bros. Pictures,The Final Destination,2009
Action,101 minutes,United Artists,The Prisoner of Zenda,1937
Action,179 minutes,Warner Home Video,Camelot,1967
Action,99 minutes,Vertigo Films,Kill Command,2016
Action,81 minutes,20th Century Fox,Space Chimps,2008
Action,92 minutes,United Artists,Things to Come,1936
Action,110 minutes,IMAX,Sucker Punch,2011
Action,111 minutes,HBO Video,The House on Carroll Street,1988
Action,Runtime Not Available,Walt Disney Pictures,Solo: A Star Wars Story,2018
Action,137 minutes,Paramount Pictures,K-19: The Widowmaker,2002
Action,110 minutes,Paramount Pictures,xXx: Return of Xander Cage,2017
Action,116 minutes,Music Box Films,Vazante,2018
Action,91 minutes,20th Century Fox,River of No Return,1954
Action,91 minutes,Magnolia Pictures,Wendigo,2002
Action,120 minutes,Well Go USA Entertainment,Wolf Warrior II,2017
Action,103 minutes,MGM Home Entertainment,The Time Machine,1960
Action,125 minutes,United Artists,Thunderball,1965
Action,101 minutes,Universal Pictures,The Last Starfighter,1984
Action,115 minutes,Warner Bros. Pictures,Appaloosa,2008
Action,140 minutes,MGM,Flyboys,2006
Action,108 minutes,Twentieth Century Fox Home Entertainment,Predator 2,1990
Action,83 minutes,Destroy All Entertainment,Beyond the Gates,2016
Action,112 minutes,Lionsgate,Conan the Barbarian,2011
Action,90 minutes,IFC Films,The Horde (La Horde),2009
Action,170 minutes,Paramount Pictures,"The Godfather, Part III",1990
Action,81 minutes,Allied Artists Pictures Co.,Wichita,1955
Action,101 minutes,New Line Cinema,The Mask,1994
Action,101 minutes,Fox,Demetrius and the Gladiators,1954
Action,104 minutes,MGM Home Entertainment,Fatal Beauty,1987
Action,99 minutes,MCA Universal Home Video,The Public Eye,1992
Action,85 minutes,Columbia Pictures,Stuart Little,1999
Action,102 minutes,Live Home Video,Rambo III,1988
Action,152 minutes,Sony Pictures,Black Hawk Down,2001
Action,120 minutes,Warner Home Video,Frantic,1988
Action,102 minutes,Sony Pictures Home Entertainment,The Mountain Men,1980
Action,95 minutes,Warner Bros.,American Outlaws,2001
Action,83 minutes,New World,Big Bad Mama,1974
Action,100 minutes,MGM (Metro-Goldwyn-Mayer),The Thin Man Goes Home,1945
Action,127 minutes,Sony Pictures,Spider-Man 2,2004
Action,134 minutes,MGM Home Entertainment,Year of the Dragon,1985
Action,88 minutes,Sony Pictures,Ultraviolet,2006
Action,100 minutes,MGM Home Entertainment,The Long Riders,1980
Action,108 minutes,HBO Video,A Rage in Harlem,1991
Action,93 minutes,IFC Films,Beyond the Edge,2014
Action,106 minutes,Sony Pictures,Resident Evil: The Final Chapter,2017
Action,99 minutes,Music Box Films,"OSS 117: Le Caire Nid d'Espions (OSS 117: Cairo, Nest of Spies)",2008
Action,109 minutes,Warner Bros. Pictures,"10,000 B.C.",2008
Action,86 minutes,Dimension Films,Iron Monkey,2001
Action,109 minutes,First Look Media,The Snow Walker,2003
Action,90 minutes,Nelson Entertainment,Lord of the Flies,1989
Action,Runtime Not Available,Six Demon Films,Accident Man,2018
Action,110 minutes,Universal Pictures,Wanted,2008
Action,123 minutes,Universal,Jason Bourne,2016
Action,87 minutes,MGM Home Entertainment,Darkman III: Die Darkman Die,1995
Action,119 minutes,United Artists,Rocky II,1979
Action,93 minutes,Warner Bros. Pictures,Journey to the Center of the Earth,2008
Action,105 minutes,Sony Pictures,Pompeii,2014
Action,150 minutes,Sony Pictures,Spectre,2015
Action,76 minutes,Zeitgeist Films,A Town Called Panic (Panique au village),2009
Action,105 minutes,Hill-Hecht-Lancaster Productions,Trapeze,1956
Action,107 minutes,Samuel Goldwyn Films,Legendary,2010
Action,125 minutes,Warner Bros. Pictures,Ocean's Twelve,2004
Action,105 minutes,Twentieth Century Fox Home Entertainment,The African Queen,1951
Action,99 minutes,Sony Pictures Home Entertainment,Contract Killer,2002
Action,88 minutes,Cinedigm Films,Violet & Daisy,2013
Action,94 minutes,RKO Radio Pictures Inc.,Mighty Joe Young,1949
Action,136 minutes,Warner Bros. Pictures,Firefox,1982
Action,75 minutes,Warner Home Video,Batman Beyond: Return of the Joker,2000
Action,90 minutes,Live Home Video,Gunmen,1993
Action,130 minutes,20th Century Fox Film Corporation,The Boys from Brazil,1978
Action,116 minutes,Paramount Pictures,Baywatch,2017
Action,143 minutes,Buena Vista Pictures,Pirates of the Caribbean: The Curse of the Black Pearl,2003
Action,89 minutes,Warner Bros. Pictures,The Big Bounce,2004
Action,137 minutes,Walt Disney Pictures,Pirates of the Caribbean: On Stranger Tides,2011
Action,112 minutes,American International Pictures,Born Losers,1967
Action,128 minutes,Buena Vista,Aspen Extreme,1993
Action,103 minutes,Nepenthe Productions,The Plague Dogs,1983
Action,140 minutes,Universal Pictures,Apollo 13,1995
Action,92 minutes,Studio Not Available,Killing Gunther,2017
Action,97 minutes,Phase 4 Films,Assault On Wall Street,2013
Action,121 minutes,Sony Pictures Entertainment,Only Angels Have Wings,1939
Action,70 minutes,WARNER BROTHERS PICTURES,Batman & Mr. Freeze: Subzero,1998
Action,75 minutes,Warner Home Video,Superman: Doomsday,2007
Action,84 minutes,20th Century Fox,Epic Movie,2007
Action,105 minutes,Warner Bros. Pictures,Miss Congeniality,2000
Action,104 minutes,Blumhouse Productions,In a Valley of Violence,2016
Action,Runtime Not Available,Disney/Pixar,Coco,2017
Action,113 minutes,Fox,Halls of Montezuma,1950
Action,95 minutes,Golden Harvest Company,The Big Brawl (Battle Creek Brawl),1980
Action,103 minutes,Paramount Pictures,Heat,1986
Action,113 minutes,TriStar Pictures,Time and Tide (Shun liu Ni liu),2001
Action,104 minutes,Magnet Releasing,The Dead Lands,2015
Action,106 minutes,MCA Universal Home Video,Dragnet,1987
Action,82 minutes,Anchor Bay Entertainment,Operation: Endgame,2010
Action,89 minutes,MGM,Lassie Come Home,1943
Action,113 minutes,Orion Pictures,Platoon,1986
Action,90 minutes,MGM,The Great Train Robbery,1979
Action,89 minutes,Walt Disney Pictures,Up,2009
Action,99 minutes,Criterion Collection,The Four Feathers,1939
Action,102 minutes,Sony Pictures Entertainment,Felon,2008
Action,89 minutes,Dreamworks,The Road to El Dorado,2000
Action,98 minutes,Fangoria,Class of 1999,1990
Action,108 minutes,Disney,The Adventures of Huck Finn,1993
Action,114 minutes,Warner Bros. Pictures,Freebie and the Bean,1974
Action,115 minutes,Focus Features,Atomic Blonde,2017
Action,89 minutes,Sony Pictures Home Entertainment,Anaconda,1997
Action,89 minutes,Paramount Studios,Madagascar: Escape 2 Africa,2008
Action,119 minutes,Criterion Collection,A Night to Remember,1958
Action,107 minutes,Universal Pictures,Non-Stop,2014
Action,Runtime Not Available,Warner Bros. Pictures,King Arthur: Legend Of The Sword,2017
Action,108 minutes,Paramount Pictures,Donovan's Reef,1963
Action,97 minutes,Sony Pictures Home Entertainment,It's the Rage,2000
Action,165 minutes,Anchor Bay Entertainment,Black Sunday,1977
Action,Runtime Not Available,Netflix,White Fang (Croc-Blanc),2018
Action,104 minutes,FilmDistrict,Oldboy,2013
Action,115 minutes,Disney/Marvel,Ant-Man,2015
Action,103 minutes,Warner Home Video,Under Siege,1992
Action,102 minutes,Kaleidoscope,Tracker,2011
Action,119 minutes,Anchor Bay Films,Gangster's Paradise: Jerusalema,2010
Action,125 minutes,Warner Bros. Pictures,Jupiter Ascending,2015
Action,92 minutes,Live Home Video,The Final Countdown,1980
Action,117 minutes,Walt Disney Pictures,The Finest Hours,2016
Action,122 minutes,Warner Home Video,Pink Cadillac,1989
Action,95 minutes,Open Road Films,Sleepless,2017
Action,97 minutes,Grindstone Entertainment,Fireball (Muay Thai Dunk),2009
Action,105 minutes,Miramax,Renaissance,2006
Action,93 minutes,Warner Home Video,Death Wish II,1982
Action,115 minutes,Buena Vista Internationa,Crimson Tide,1995
Action,108 minutes,Open Road,Machete Kills,2013
Action,114 minutes,Warner Bros. Pictures,Central Intelligence,2016
Action,85 minutes,Sony Pictures Home Entertainment,Mr. Nanny,1993
Action,76 minutes,Universal Pictures,An American Tail - Fievel Goes West,1991
Action,100 minutes,Open Road Films,Max Steel,2016
Action,222 minutes,MGM,Ben-Hur,1959
Action,104 minutes,20th Century Fox Film Corporation,Drums Along the Mohawk,1939
Action,120 minutes,MGM,Logan's Run,1976
Action,101 minutes,United Artists,Geronimo,1962
Action,80 minutes,Kagan Company Radio Telegraph,Far From Home - The Adventures Of Yellow Dog,1995
Action,Runtime Not Available,Vertical Entertainment,Patient Zero,2018
Action,136 minutes,Warner Bros. Pictures,Proof of Life,2000
Action,72 minutes,Eagle-Lion,Railroaded,2003
Action,116 minutes,Columbia Pictures,Passengers,2016
Action,141 minutes,Walt Disney Pictures,Avengers: Age of Ultron,2015
